winery,avg_score,avgscore2
Murray Street                  ,92,92
Mário Braga                    ,92,92
Napa Angel                     ,92.5,92
Nashwauk                       ,92.66666667,92
Newton Forrest Estate          ,92,92
Neyen                          ,92,92
Nobility                       ,92,92
Numanthia                      ,92.54545455,92
Omen                           ,92.5,92
Ovum                           ,92,92
Padelletti                     ,92.42857143,92
Paix Sur Terre                 ,92.17647059,92
Palmeri                        ,92.33333333,92
Paolo Scavino                  ,92.15789474,92
Parrish Family                 ,92.75,92
Parry Cellars                  ,92,92
Passing Time                   ,92.16666667,92
Passopisciaro                  ,92.28571429,92
Paul Bertrand                  ,92,92
pb                             ,92,92
Pearl and Stone                ,92.33333333,92
Pehu-Simonet                   ,92.625,92
Peju Province Winery           ,92,92
Peter Lauer                    ,92,92
Petit & Bajan                  ,92,92
Philipp Kuhn                   ,92.5,92
Philippe Colin                 ,92,92
Philippe Pacalet               ,92.66666667,92
Philipponnat                   ,92.33333333,92
Pierre Gerbais                 ,92,92
Pierre Gimonnet et Fils        ,92,92
Pintia                         ,92.66666667,92
Pirouette                      ,92.8,92
Plumia                         ,92,92
Podere Brizio Roberto Bellini  ,92,92
Podere Sapaio                  ,92.125,92
Poet's Leap                    ,92.41666667,92
Point & Line                   ,92.125,92
Point Ormond                   ,92,92
Pol Roger                      ,92.95238095,92
Pressed                        ,92,92
Prix                           ,92,92
Prodigal                       ,92,92
Proper                         ,92.25,92
Proprietà Sperino              ,92.75,92
Querceta                       ,92.5,92
Quinola                        ,92,92
Quinta da Zaralhôa             ,92,92
Quinta do Noval                ,92.34782609,92
Quinta Vale Dona Maria         ,92.375,92
Radikon                        ,92.66666667,92
Ramian                         ,92,92
Red Stitch                     ,92.2,92
Reinhold Haart                 ,92,92
Remírez de Ganuza              ,92,92
Renaudin                       ,92,92
Retro                          ,92.33333333,92
Reynvaan Family Vineyards      ,92.33333333,92
Roar                           ,92.14285714,92
Robert Biale                   ,92.34146341,92
Robert Weil                    ,92.55737705,92
Roberto Sarotto                ,92.5,92
Romariz                        ,92,92
Rosenthal                      ,92,92
Roshambo                       ,92,92
Rudi Pichler                   ,92.75,92
Ryan Cochrane                  ,92.66666667,92
Sabina Vineyards               ,92.16666667,92
Sabotage                       ,92,92
Sadie Family                   ,92,92
Salomon Estate                 ,92,92
San Giusto a Rentennano        ,92.75,92
Sangenís I Vaqué               ,92.66666667,92
Scar of the Sea                ,92.8,92
Schermeister                   ,92,92
Schloss Johannisberger         ,92.16,92
Schloss Reinhartshausen        ,92,92
Sea Smoke                      ,92.625,92
Seavey                         ,92,92
Sequel                         ,92,92
Seña                           ,92,92
Shafer                         ,92.47058824,92
Shane Wines                    ,92,92
Silkman                        ,92,92
Silvio Grasso                  ,92.4,92
Simbolic                       ,92,92
Site                           ,92.33333333,92
Sixto                          ,92.2,92
Skipstone                      ,92,92
Small Vines                    ,92.05555556,92
Snake and Herring              ,92,92
So Rare                        ,92,92
Sobrero                        ,92.5,92
Soho                           ,92,92
Soldera                        ,92,92
Square Peg                     ,92,92
St Mary's                      ,92,92
Staglin                        ,92.16666667,92
Stellareese                    ,92,92
Stolen Horse                   ,92.5,92
Stony Hill                     ,92.2,92
Stratus                        ,92,92
Stromberg Vineyards            ,92,92
Stéphane Aviron                ,92,92
Sullivan                       ,92,92
Swingset                       ,92,92
Syrahmi                        ,92,92
Tanner DaFoe                   ,92.8,92
Tantalus                       ,92,92
Taplin Cellars                 ,92,92
Tatiarra                       ,92,92
Taylor Fladgate                ,92.60869565,92
Tenet                          ,92,92
Tensley                        ,92.33333333,92
Tenuta di Argiano              ,92,92
Tenuta di Biserno              ,92.05882353,92
Tenuta i Saltari               ,92,92
Tenuta Montanello              ,92.5,92
Tenuta Monteti                 ,92.14285714,92
Tenuta San Guido               ,92.57894737,92
Terredora Di Paolo             ,92,92
Teso La Monja                  ,92.40909091,92
The Drift                      ,92,92
The Eyrie Vineyards            ,92.30434783,92
The Old Faithful               ,92,92
The Smuggler's Son             ,92,92
Three Fat Guys                 ,92,92
Timbre                         ,92.2,92
Tognetti                       ,92,92
Tokaj Classic                  ,92,92
Tongue Dancer                  ,92,92
Torre Mora                     ,92,92
TR Elliott                     ,92.4,92
Traslanzas                     ,92,92
Trisaetum                      ,92.6,92
Tyler                          ,92.66666667,92
Upchurch                       ,92,92
V Puro                         ,92,92
Valance                        ,92,92
Vanessa                        ,92.5,92
VENN                           ,92,92
Versant Vineyards              ,92,92
Vidal                          ,92,92
Viglione Antonio               ,92,92
VIgnobles René Renon           ,92,92
Vik                            ,92.5,92
Vila da Fonte                  ,92,92
Villa Cafaggio                 ,92,92
Villa Ponciago                 ,92,92
Villa Venti                    ,92,92
Villiera                       ,92,92
Vincent Delaporte              ,92,92
Vine Cliff                     ,92,92
Vineyard 36                    ,92,92
Vinícola Hidalgo               ,92,92
Vista d'Oro                    ,92,92
Vitesse                        ,92,92
Viñedos de Paganos             ,92.9,92
Von Strasser                   ,92.125,92
W. & J. Graham's               ,92.15384615,92
Waits-Mast                     ,92.19047619,92
Weatherborne                   ,92.33333333,92
Wild Duck Creek Estate         ,92,92
Williams Selyem                ,92.74407583,92
Windemere                      ,92.66666667,92
Wineglass Cellars              ,92,92
Za Zin                         ,92,92
Éric & Jöel Durand             ,92,92
1789 Wines                     ,91,91
18401 Cellars                  ,91.8,91
Aaron                          ,91.66666667,91
Abbadia Ardenga                ,91.36363636,91
Abbot's Passage                ,91.5,91
Abbotts                        ,91,91
Aberrant Cellars               ,91.36363636,91
Abraxas                        ,91,91
Ad Vivum                       ,91.5,91
Agustí Torelló                 ,91,91
Aigner                         ,91,91
Alain Brumont                  ,91.52,91
Alberto Voerzio                ,91,91
Albino Rocca                   ,91.75,91
Alex Gambal                    ,91.06818182,91
Alfred Gratien                 ,91.25,91
Alion                          ,91.33333333,91
Allram                         ,91.72,91
Amantis                        ,91.42857143,91
American Thread                ,91,91
Amor Fati                      ,91,91
Andrea Oberto                  ,91.6,91
Andrew Hardy                   ,91,91
Andrew Will                    ,91.80645161,91
Angela Estate                  ,91.5,91
Angove                         ,91.16666667,91
Ankal                          ,91,91
Anselma                        ,91,91
Anthill                        ,91.5,91
Antica                         ,91.33333333,91
Antichi Vigneti di Cantalupo   ,91,91
Antinori                       ,91.42857143,91
Antiquum Farm                  ,91.63636364,91
Anton Bauer                    ,91.17142857,91
Arcadian                       ,91.83333333,91
Archery Summit                 ,91.46808511,91
Ardenvoir                      ,91,91
Arpepe                         ,91.625,91
Astrales                       ,91.45454545,91
Ataíde Semedo                  ,91,91
Attilio Ghisolfi               ,91,91
Au Contraire                   ,91.8,91
Au Pied du Mont Chauve         ,91.3,91
Aurelio Settimo                ,91,91
Aurielle                       ,91,91
Avennia                        ,91.65217391,91
Avignonesi                     ,91.28571429,91
Avignonesi-Capannelle          ,91,91
Ayala                          ,91,91
B Cellars                      ,91.51282051,91
Baby Bear                      ,91.5,91
Baker Lane                     ,91.14285714,91
Balbas                         ,91.5,91
Balthasar Ress                 ,91.125,91
Barbieri                       ,91.9375,91
Barbour                        ,91,91
Barrack                        ,91.75,91
Bartho Eksteen                 ,91.5,91
Beckon                         ,91,91
Bel Colle                      ,91,91
Benovia                        ,91.47619048,91
Bernard Baudry                 ,91.71428571,91
Bernhard Huber                 ,91.66666667,91
Bernhard Ott                   ,91.05263158,91
Berryhill                      ,91,91
Bertrand Jeannot et Fils       ,91,91
Bestheim                       ,91.75,91
Bethel Heights                 ,91.44444444,91
Betwixt                        ,91,91
Bevela                         ,91,91
Bialla                         ,91.33333333,91
Bin 36                         ,91,91
Biondi                         ,91.9,91
Black Coyote                   ,91,91
Black Kite                     ,91.625,91
BlackCap                       ,91.66666667,91
Blackjack                      ,91,91
Blair Fox                      ,91.66666667,91
Bodegas Hidalgo                ,91.61538462,91
Bodegas La Horra               ,91,91
"Bodegas Toro Albala, SL        ",91,91
Boheme                         ,91.57142857,91
Bokisch                        ,91.14285714,91
