variety,year,price,points
Raboso                    ,2003,25.0,89
Raboso                    ,2004,35.0,88
Raboso                    ,2005,23.3333333333,85
Raboso                    ,2006,24.0,87
Raboso                    ,2007,16.0,87
Raboso                    ,2009,14.0,87
Raboso                    ,2012,80.0,87
Ramisco                   ,1934,495.0,93
Rara Neagra               ,2014,19.0,89
Rara Neagra               ,2015,16.0,90
Rebo                      ,2012,27.0,88
Rebula                    ,2011,25.0,89
Rebula                    ,2013,18.0,88
Rebula                    ,2014,25.0,87
Red Blend                 ,-1,20.7168949772,85
Red Blend                 ,1848,52.5,90
Red Blend                 ,1868,38.6666666667,89
Red Blend                 ,1877,22.0,88
Red Blend                 ,1898,39.2857142857,89
Red Blend                 ,1945,350.0,95
Red Blend                 ,1994,25.0,88
Red Blend                 ,1995,13.0,86
Red Blend                 ,1996,26.0,87
Red Blend                 ,1997,15.5,85
Red Blend                 ,1998,29.6363636364,85
Red Blend                 ,1999,47.6551724138,87
Red Blend                 ,2000,40.9411764706,88
Red Blend                 ,2001,47.2380952381,89
Red Blend                 ,2002,29.1578947368,86
Red Blend                 ,2003,48.4193548387,88
Red Blend                 ,2004,46.9822222222,89
Red Blend                 ,2005,39.606557377,88
Red Blend                 ,2006,37.4524421594,88
Red Blend                 ,2007,42.4091778203,88
Red Blend                 ,2008,41.3309481216,88
Red Blend                 ,2009,37.7846153846,88
Red Blend                 ,2010,37.1761761762,88
Red Blend                 ,2011,38.1879194631,88
Red Blend                 ,2012,34.6405990017,88
Red Blend                 ,2013,32.5687061184,88
Red Blend                 ,2014,27.9086538462,88
Red Blend                 ,2015,22.1094890511,87
Red Blend                 ,2016,17.1132075472,87
Refosco                   ,2005,,86
Refosco                   ,2007,14.0,85
Refosco                   ,2008,31.5,87
Refosco                   ,2010,,88
Refosco                   ,2011,17.5,86
Refosco                   ,2012,28.0,89
Refosco                   ,2014,50.0,87
Rhône-style Red Blend    ,-1,23.6,87
Rhône-style Red Blend    ,1996,12.0,82
Rhône-style Red Blend    ,1997,28.75,87
Rhône-style Red Blend    ,1998,38.0714285714,88
Rhône-style Red Blend    ,1999,56.5555555556,90
Rhône-style Red Blend    ,2000,14.0,86
Rhône-style Red Blend    ,2001,20.0,87
Rhône-style Red Blend    ,2003,36.3333333333,89
Rhône-style Red Blend    ,2004,25.6842105263,87
Rhône-style Red Blend    ,2005,29.4042553191,87
Rhône-style Red Blend    ,2006,31.8139534884,87
Rhône-style Red Blend    ,2007,31.75,87
Rhône-style Red Blend    ,2008,33.2952380952,88
Rhône-style Red Blend    ,2009,31.8774509804,88
Rhône-style Red Blend    ,2010,42.8309859155,89
Rhône-style Red Blend    ,2011,35.0901639344,89
Rhône-style Red Blend    ,2012,34.4684210526,89
Rhône-style Red Blend    ,2013,38.623853211,90
Rhône-style Red Blend    ,2014,34.4383561644,89
Rhône-style Red Blend    ,2015,26.1063829787,89
Rhône-style Red Blend    ,2016,15.0,89
Rhône-style White Blend  ,-1,25.0,88
Rhône-style White Blend  ,1992,75.0,92
Rhône-style White Blend  ,1998,10.0,86
Rhône-style White Blend  ,1999,164.0,93
Rhône-style White Blend  ,2000,67.5,91
Rhône-style White Blend  ,2001,25.0,93
Rhône-style White Blend  ,2005,36.0,85
Rhône-style White Blend  ,2006,40.2222222222,87
Rhône-style White Blend  ,2007,31.3181818182,88
Rhône-style White Blend  ,2008,24.4285714286,87
Rhône-style White Blend  ,2009,39.652173913,88
Rhône-style White Blend  ,2010,22.1707317073,87
Rhône-style White Blend  ,2011,40.0,89
Rhône-style White Blend  ,2012,33.7,89
Rhône-style White Blend  ,2013,30.8714285714,88
Rhône-style White Blend  ,2014,30.5142857143,89
Rhône-style White Blend  ,2015,33.2380952381,88
Rhône-style White Blend  ,2016,24.1428571429,87
Ribolla Gialla            ,-1,25.1428571429,86
Ribolla Gialla            ,2002,18.0,86
Ribolla Gialla            ,2003,120.0,93
Ribolla Gialla            ,2004,,94
Ribolla Gialla            ,2005,68.3333333333,87
Ribolla Gialla            ,2006,22.2,87
Ribolla Gialla            ,2007,56.0,88
Ribolla Gialla            ,2009,40.0,87
Ribolla Gialla            ,2010,21.0,86
Ribolla Gialla            ,2011,29.2,88
Ribolla Gialla            ,2012,23.8571428571,88
Ribolla Gialla            ,2013,22.5714285714,88
Ribolla Gialla            ,2014,20.8,87
Ribolla Gialla            ,2015,17.8571428571,87
Ribolla Gialla            ,2016,21.0,86
Rieslaner                 ,2006,47.0,90
Rieslaner                 ,2007,39.0,90
Rieslaner                 ,2014,,91
Rieslaner                 ,2015,35.0,88
Riesling                  ,-1,18.9583333333,87
Riesling                  ,1852,18.4285714286,87
Riesling                  ,1976,101.0,88
Riesling                  ,1988,95.0,88
Riesling                  ,1989,68.0,93
Riesling                  ,1992,75.0,92
Riesling                  ,1994,26.0,90
Riesling                  ,1995,27.0,90
Riesling                  ,1997,13.0,90
Riesling                  ,1998,20.1428571429,87
Riesling                  ,1999,37.0,87
Riesling                  ,2000,37.5,85
Riesling                  ,2001,23.9772727273,87
Riesling                  ,2002,17.306122449,87
Riesling                  ,2003,40.5,89
Riesling                  ,2004,41.7272727273,89
Riesling                  ,2005,32.1219512195,88
Riesling                  ,2006,42.5634517766,89
Riesling                  ,2007,31.567251462,88
Riesling                  ,2008,28.1436170213,88
Riesling                  ,2009,43.2094594595,88
Riesling                  ,2010,35.5062893082,89
Riesling                  ,2011,33.1802884615,89
Riesling                  ,2012,32.5570570571,89
Riesling                  ,2013,30.9675516224,89
Riesling                  ,2014,29.8933782267,89
Riesling                  ,2015,30.8472972973,90
Riesling                  ,2016,21.5794871795,89
Riesling-Chardonnay       ,2015,40.0,94
Rivaner                   ,2011,15.0,87
Rivaner                   ,2012,16.0,88
Rivaner                   ,2014,18.0,85
Rkatsiteli                ,2007,26.5,86
Rkatsiteli                ,2008,16.0,84
Rkatsiteli                ,2009,21.0,87
Rkatsiteli                ,2010,20.0,89
Rkatsiteli                ,2012,32.0,83
Rkatsiteli                ,2013,22.2,85
Rkatsiteli                ,2014,15.6666666667,88
Rkatsiteli                ,2015,21.0,86
Robola                    ,2008,18.0,90
Robola                    ,2010,26.0,86
Robola                    ,2015,22.0,89
Roditis                   ,2005,27.0,86
Roditis                   ,2006,14.0,86
Roditis                   ,2008,12.0,87
Roditis-Moschofilero      ,2015,11.0,88
Rolle                     ,2013,25.0,87
Rolle                     ,2014,19.0,90
Rolle                     ,2015,20.0,88
Romorantin                ,2010,30.0,91
Romorantin                ,2013,20.0,91
Romorantin                ,2014,20.0,90
Rosado                    ,2010,,84
Rosado                    ,2012,12.1666666667,83
Rosado                    ,2013,13.2857142857,84
Rosado                    ,2014,13.8636363636,85
Rosado                    ,2015,12.8,85
Rosado                    ,2016,13.3333333333,84
Rosato                    ,1898,18.0,87
Rosato                    ,2010,25.0,88
Rosato                    ,2011,19.1578947368,85
Rosato                    ,2012,14.6666666667,86
Rosato                    ,2013,22.6666666667,89
Rosato                    ,2014,16.8571428571,87
Rosato                    ,2015,20.0,87
Rosato                    ,2016,15.8,86
Roscetto                  ,2008,,88
Rosenmuskateller          ,-1,150.0,92
Rosé                     ,-1,17.4864864865,85
Rosé                     ,1850,20.0,86
Rosé                     ,1852,12.0,83
Rosé                     ,1998,11.0,83
Rosé                     ,1999,11.0,84
Rosé                     ,2000,14.3333333333,83
Rosé                     ,2001,10.5,85
Rosé                     ,2005,22.0,86
Rosé                     ,2006,19.24,85
Rosé                     ,2007,17.8795180723,86
Rosé                     ,2008,20.4130434783,85
Rosé                     ,2009,17.0229885057,86
Rosé                     ,2010,16.2654320988,85
Rosé                     ,2011,17.431372549,86
Rosé                     ,2012,19.1714285714,86
Rosé                     ,2013,18.932885906,86
Rosé                     ,2014,20.1036906854,86
Rosé                     ,2015,18.0600272851,87
Rosé                     ,2016,18.3814303639,87
Rosé                     ,2017,10.0,85
Roter Traminer            ,2006,26.0,90
Roter Traminer            ,2011,,91
Roter Traminer            ,2012,31.0,89
Roter Traminer            ,2014,34.0,89
Roter Traminer            ,2015,38.0,91
Roter Veltliner           ,2006,26.0,87
Roter Veltliner           ,2012,,92
Roter Veltliner           ,2013,49.6666666667,90
Roter Veltliner           ,2014,36.5,89
Roter Veltliner           ,2015,24.0,91
Roter Veltliner           ,2016,25.0,90
Rotgipfler                ,2009,,90
Rotgipfler                ,2011,34.5,88
Rotgipfler                ,2012,23.3333333333,89
Rotgipfler                ,2013,22.5,88
Rotgipfler                ,2014,24.75,90
Rotgipfler                ,2015,28.8333333333,89
Rotgipfler                ,2016,19.0,91
Roussanne                 ,2000,28.5,90
Roussanne                 ,2001,75.0,93
Roussanne                 ,2003,20.0,87
Roussanne                 ,2004,22.0,86
Roussanne                 ,2005,60.0,90
Roussanne                 ,2006,23.0,87
Roussanne                 ,2007,26.4,87
Roussanne                 ,2008,29.4,87
Roussanne                 ,2009,24.1333333333,87
Roussanne                 ,2010,26.1428571429,89
Roussanne                 ,2011,30.1818181818,89
Roussanne                 ,2012,27.72,88
Roussanne                 ,2013,28.6538461538,88
Roussanne                 ,2014,32.0,89
Roussanne                 ,2015,25.3529411765,88
Roussanne                 ,2016,25.0,89
Roussanne-Grenache Blanc  ,2011,16.0,91
Roussanne-Marsanne        ,2010,22.0,82
Roussanne-Marsanne        ,2013,26.0,90
Roussanne-Marsanne        ,2014,50.0,88
Roussanne-Marsanne        ,2015,40.0,91
Roussanne-Marsanne        ,2016,,91
Roussanne-Viognier        ,2009,45.0,87
Roussanne-Viognier        ,2010,21.0,86
Roussanne-Viognier        ,2012,32.0,91
Roussanne-Viognier        ,2013,33.6,89
Roussanne-Viognier        ,2014,30.0,90
Roviello                  ,2012,28.0,93
Roviello                  ,2014,,92
Ruché                    ,2006,15.0,86
Ruché                    ,2007,20.6666666667,85
Ruché                    ,2008,35.3333333333,87
Ruché                    ,2009,22.0,87
Ruché                    ,2010,26.0,87
Ruché                    ,2013,31.5,87
Rufete                    ,2014,28.5,85
Ryzlink Rýnský          ,2010,40.0,89
Sacy                      ,2014,,86
Sacy                      ,2015,19.0,87
Sagrantino                ,2001,60.0,90
Sagrantino                ,2003,53.25,88
Sagrantino                ,2004,42.0,87
Sagrantino                ,2005,45.0,91
Sagrantino                ,2006,67.9,89
Sagrantino                ,2007,60.8888888889,91
Sagrantino                ,2008,48.6,90
Sagrantino                ,2009,49.72,90
Sagrantino                ,2010,51.1111111111,90
Sagrantino                ,2011,36.6666666667,86
Sagrantino                ,2012,57.6,90
Sagrantino                ,2013,56.25,89
Sagrantino                ,2015,40.0,87
Sangiovese                ,-1,10.0,86
Sangiovese                ,1850,28.0,91
Sangiovese                ,1929,20.0,85
Sangiovese                ,1995,47.2,86
Sangiovese                ,1996,22.5,83
Sangiovese                ,1997,50.0740740741,89
Sangiovese                ,1998,21.5142857143,86
Sangiovese                ,1999,32.8604651163,88
Sangiovese                ,2000,16.0454545455,85
Sangiovese                ,2001,104.0,89
Sangiovese                ,2003,45.2857142857,87
Sangiovese                ,2004,40.2926829268,89
Sangiovese                ,2005,32.9866666667,87
Sangiovese                ,2006,36.2307692308,87
Sangiovese                ,2007,44.7685185185,88
Sangiovese                ,2008,40.171641791,87
Sangiovese                ,2009,47.6940639269,87
Sangiovese                ,2010,63.9166666667,89
Sangiovese                ,2011,55.785326087,89
Sangiovese                ,2012,45.6573426573,89
Sangiovese                ,2013,30.4476744186,88
Sangiovese                ,2014,26.5827338129,87
Sangiovese                ,2015,19.2615384615,87
Sangiovese                ,2016,17.7857142857,86
Sangiovese Cabernet       ,2010,32.0,85
Sangiovese Cabernet       ,2012,55.0,87
Sangiovese Cabernet       ,2013,52.0,91
Sangiovese Grosso         ,1998,50.0,88
Sangiovese Grosso         ,2001,99.5,91
Sangiovese Grosso         ,2003,43.2,87
Sangiovese Grosso         ,2004,70.6458333333,90
Sangiovese Grosso         ,2005,67.5365853659,90
Sangiovese Grosso         ,2006,78.4920634921,92
Sangiovese Grosso         ,2007,72.6764705882,91
Sangiovese Grosso         ,2008,57.8456375839,89
Sangiovese Grosso         ,2009,26.2,87
Sangiovese Grosso         ,2010,23.6129032258,88
Sangiovese Grosso         ,2012,45.0,87
Sangiovese-Cabernet Sauvig,2006,27.0,85
Sangiovese-Cabernet Sauvig,2009,19.5,84
Sangiovese-Cabernet Sauvig,2010,28.0,87
Sangiovese-Cabernet Sauvig,2012,44.0,86
Sangiovese-Cabernet Sauvig,2014,42.0,90
Sangiovese-Syrah          ,2007,36.0,90
Sangiovese-Syrah          ,2008,34.0,84
Sangiovese-Syrah          ,2013,60.6666666667,89
Saperavi                  ,2007,40.0,84
Saperavi                  ,2008,28.0,87
Saperavi                  ,2009,15.5,88
Saperavi                  ,2010,20.0,86
Saperavi                  ,2011,13.0,82
Saperavi                  ,2012,33.0,87
Saperavi                  ,2013,21.6666666667,89
Saperavi                  ,2014,17.0,88
Saperavi                  ,2015,24.4,89
Saperavi-Merlot           ,2007,17.0,84
Saperavi-Merlot           ,2013,18.0,90
Sauvignon                 ,-1,15.0,85
Sauvignon                 ,2003,65.0,91
Sauvignon                 ,2005,11.0,86
Sauvignon                 ,2006,28.1333333333,87
Sauvignon                 ,2007,21.5357142857,86
Sauvignon                 ,2008,22.75,85
Sauvignon                 ,2009,28.2941176471,87
Sauvignon                 ,2010,26.5,87
Sauvignon                 ,2011,27.1071428571,88
Sauvignon                 ,2012,28.8,89
Sauvignon                 ,2013,25.6875,89
Sauvignon                 ,2014,25.095890411,88
Sauvignon                 ,2015,31.5,89
Sauvignon                 ,2016,18.5,88
Sauvignon Blanc           ,-1,14.7333333333,85
Sauvignon Blanc           ,1852,17.0,87
Sauvignon Blanc           ,1992,95.0,90
Sauvignon Blanc           ,1998,18.0,89
Sauvignon Blanc           ,1999,18.0526315789,86
Sauvignon Blanc           ,2000,18.1690140845,86
Sauvignon Blanc           ,2001,17.24,86
